,Call_Number,Title
18061,BF1228-1389:Spiritualism,automatic speaking and writing a study spiritualism
18062,BF1228-1389:Spiritualism,oracle spiritualism
18063,BF1228-1389:Spiritualism,voices from the great beyond spiritualism
18064,BF1228-1389:Spiritualism,art magic or mudane submundane and supermundane spiritism a treatise descriptive of art magic spiritism the different orders of spirits in the universe known to be related to or in communication with man together with directions for invoking controlling and discharging spirits and the uses and abuses dangers and possibilities of magical art spiritualism magic
18065,BF1585-1623:Magic. Hermetics. Necromancy,ghost land or researches into the mysteries of occultism illustrated in a series of autobiographical sketches spiritualism
18066,BF1228-1389:Spiritualism,nineteenth century miracles or spirits and their work in every country of the earth a complete historical compendium of the great movement know as modern spiritualism by emma hardinge britten spiritualism
18067,BF1001-1045:Psychic research. Psychology of the conscious.,modern necromancy a sermon preached in trinity church washington city april 23 1854 by rev cm butler spiritualism
18068,BF1228-1389:Spiritualism,spiritualism and religion by g w butterworth litt d spiritualism
18069,BF1228-1389:Spiritualism,gods other door and continuity of life a study of the edgar cayce records on life after death and his lecture on the continuity of life parapsychology
18070,BF1228-1389:Spiritualism,photographing the invisible practical studies in spirit photography spirit portraiture and other rare but allied phenomena by james coates with 90 photographs photography of the invisible spiritualism
18071,BF712-724:Developmental psychology,understanding hostility in children fighting psychology hostility psychology
18072,BF1228-1389:Spiritualism,experiments in psychical science levitation contact and the direct voice by w j crawford parapsychology spiritualism
18073,BF1228-1389:Spiritualism,the scripts of cleophas a reconstruction of primitive christain documents spirit writings
18074,BF1892-2049:Occult sciences,realms of the living dead a brief description of life after death by harriette augusta curtiss and f homer curtiss future life spiritualism
18075,BF1228-1389:Spiritualism,death the gate of life mors janua vitae a discussion of certain communications purporting to come from frederic w h myers by h a dallas with an introduction by professor w f barrett parapsychology
18076,BF38-64:Philosophy,psychology in industry a psychological approach to industrial problems psychology industrial personnel management
18077,BF1228-1389:Spiritualism,death and the afterlife eight evening lectures on the summerland spiritualism
18078,BF38-64:Philosophy,making management human psychology industrial
18079,BF1001-1045:Psychic research. Psychology of the conscious.,love after death love parapsychology future life
18080,BF697:Differential psychology. Individuality. Self,testing testing social consequences of the examined life selfperception social aspects united states examinations united states psychological aspects examinations social aspects united states examinations history social control
18081,BF1001-1045:Psychic research. Psychology of the conscious.,the widows mite and other psychic phenomena by isaac k funk spiritualism parapsychology
18082,BF1228-1389:Spiritualism,hafed prince of persia his experiences in earthlife and spiritlife being spirit communications received through mr david duguid the glasgow trancepainting medium with an appendix containing communications from the spirit artists ruisdal and steen spiritualism
18083,BF1228-1389:Spiritualism,spiritualism its history phenomena and doctrine spiritualism
18084,BF1228-1389:Spiritualism,messages from beyond narrated experiences of life after death spiritualism
18085,BF1228-1389:Spiritualism,psychic influences in world religion spiritualism
18086,BF1228-1389:Spiritualism,the phenomena of astral projection parapsychology
18088,BF1228-1389:Spiritualism,spiritism and the cult of the dead in antiquity spiritualism dead ancestor worship funeral rites and ceremonies
18089,BF1228-1389:Spiritualism,earths earliest ages and their connection with modern spiritualism and theosophy spiritualism bible and spiritualism
18090,BF1001-1045:Psychic research. Psychology of the conscious.,spook crooks exposing the secrets of the propheteers who conduct our wickedest industry spiritualism controversial literature swindlers and swindling
18091,BF1001-1045:Psychic research. Psychology of the conscious.,life beyond death being a review of the worlds beliefs on the subject by minot judson savage spiritualism future life parapsychology
18092,BF1228-1389:Spiritualism,in the next world actual narratives of personal experiences by some who have passed on spiritualism
18093,BF38-64:Philosophy,psychology of industrial conflict psychology industrial
18094,BF1228-1389:Spiritualism,real ghost stories a record of authentic apparitions collated and edited by wt stead spiritualism ghosts
18095,BF309-499:Consciousness. Congition,the conspiracy of the text the place of narrative in the development of thought reading psychology of reading comprehension thought and thinking discourse analysis narrative beauty and the beast tale psychological aspects
18096,BF1228-1389:Spiritualism,across the line by albert payson terhune with notes and comments by anice terhune and with a foreword by rev dr joseph r sizoo spiritualism
18097,BF1228-1389:Spiritualism,arcana of spiritualism a manual of spiritual science and philosophy spiritualism
18098,BF309-499:Consciousness. Congition,the executive and his control of men a study in personal efficiency executive ability
18099,BF1228-1389:Spiritualism,the twentieth plane a psychic revelation reported by albert durrant watson spiritualism
18100,BF1228-1389:Spiritualism,this egyptian miracle spiritualism egyptian language
18101,BF1001-1045:Psychic research. Psychology of the conscious.,survival of death for and against spiritualism future life
18102,BF1228-1389:Spiritualism,the other world spiritualism and psychical research in england 18501914 spiritualism england history 19th century spiritualism england history 20th century parapsychology england history 19th century parapsychology england history 20th century parapsychology research
18103,BF1228-1389:Spiritualism,the principles of nature her divine revelations and a voice to mankind life
18104,BF712-724:Developmental psychology,the psychology of moral development the nature and validity of moral stages moral development developmental psychology
18105,BF1228-1389:Spiritualism,a brief course in mediumship by khei f r c o₋p0₋sx₋p0₋s pseud being a series of instructions given to neophytes of metropolitan college ṡ ṙ i̇ȧ and now done into print by permission of the brotherhood spiritualism
18106,BF1228-1389:Spiritualism,mediums of the 19th century spiritualism
18107,BF712-724:Developmental psychology,beyond the dyad social interaction in children congresses social perception in children congresses families congresses child development congresses psychology comparative congresses
18108,BF1228-1389:Spiritualism,the case of patience worth worth patience spirit parapsychology
18109,BF1228-1389:Spiritualism,outofthebody experiences a fourth analysis astral projection case studies
18110,BF1001-1045:Psychic research. Psychology of the conscious.,exploring the ultraperceptive faculty parapsychology extrasensory perception
18111,BF1228-1389:Spiritualism,supervisualization the duplicative techniques of applied creative energy spiritualism psychometry parapsychology physics research
